PLC_Tag,Address,RegisterType,DataType,FunctionCode,AccessType,Description,Unit,SignalType,DCS_Tag,DCS_Functions
1612-PM-606A_M3_PERMIT.PLC,295,1,BOOL,2,Read,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
1612-PM-606A_Q3_READY.PLC,296,1,BOOL,2,Read,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1612-PM-606A_Q3_BYPS.PLC,297,1,BOOL,2,Read,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,"",Permanent,"",""
1612-PM-606A_Q3_F.PLC,298,1,BOOL,2,Read,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,"",Permanent,"",""
1612-PM-606A_QF3_ATUO.PLC,299,1,BOOL,2,Read,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
1612-PM-606A_QF3_STA.PLC,300,1,BOOL,2,Read,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2202-NK-SG-102-A.SS03_1_PLC_TX.PLC,301,1,BOOL,2,Read,PLC.2202-NK-SG-102-A.SS03_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1202A_M1_PERMIT.PLC,302,1,BOOL,2,Read,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2701-PM-1202A_Q1_READY.PLC,303,1,BOOL,2,Read,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1202A_Q1_BYPS.PLC,304,1,BOOL,2,Read,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1202A_Q1_F.PLC,305,1,BOOL,2,Read,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1202A_QF1_ATUO.PLC,306,1,BOOL,2,Read,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2701-PM-1202A_QF1_STA.PLC,307,1,BOOL,2,Read,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2701-PM-1201A_M2_PERMIT.PLC,308,1,BOOL,2,Read,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2701-PM-1201A_Q2_READY.PLC,309,1,BOOL,2,Read,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1201A_Q2_BYPS.PLC,310,1,BOOL,2,Read,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1201A_Q2_F.PLC,311,1,BOOL,2,Read,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1201A_QF2_ATUO.PLC,312,1,BOOL,2,Read,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2701-PM-1201A_QF2_STA.PLC,313,1,BOOL,2,Read,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2701-PM-1204A_M3_PERMIT.PLC,314,1,BOOL,2,Read,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2701-PM-1204A_Q3_READY.PLC,315,1,BOOL,2,Read,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1204A_Q3_BYPS.PLC,316,1,BOOL,2,Read,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1204A_Q3_F.PLC,317,1,BOOL,2,Read,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1204A_QF3_ATUO.PLC,318,1,BOOL,2,Read,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2701-PM-1204A_QF3_STA.PLC,319,1,BOOL,2,Read,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2202-NK-SG-102-A.SS05_1_PLC_TX.PLC,320,1,BOOL,2,Read,PLC.2202-NK-SG-102-A.SS05_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1203_M1_PERMIT.PLC,321,1,BOOL,2,Read,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2701-PM-1203_Q1_READY.PLC,322,1,BOOL,2,Read,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1203_Q1_BYPS.PLC,323,1,BOOL,2,Read,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1203_Q1_F.PLC,324,1,BOOL,2,Read,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1203_QF1_ATUO.PLC,325,1,BOOL,2,Read,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2701-PM-1203_QF1_STA.PLC,326,1,BOOL,2,Read,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2701-PM-1207A_M2_PERMIT.PLC,327,1,BOOL,2,Read,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2701-PM-1207A_Q2_READY.PLC,328,1,BOOL,2,Read,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1207A_Q2_BYPS.PLC,329,1,BOOL,2,Read,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1207A_Q2_F.PLC,330,1,BOOL,2,Read,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1207A_QF2_ATUO.PLC,331,1,BOOL,2,Read,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2701-PM-1207A_QF2_STA.PLC,332,1,BOOL,2,Read,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2701-PM-1205B_M3_PERMIT.PLC,333,1,BOOL,2,Read,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2701-PM-1205B_Q3_READY.PLC,334,1,BOOL,2,Read,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1205B_Q3_BYPS.PLC,335,1,BOOL,2,Read,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1205B_Q3_F.PLC,336,1,BOOL,2,Read,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1205B_QF3_ATUO.PLC,337,1,BOOL,2,Read,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2701-PM-1205B_QF3_STA.PLC,338,1,BOOL,2,Read,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2701-PK-1201A-M_TX.VFD,339,1,BOOL,2,Read,VFD.2701-PK-1201A-M - ITF Waste Gas Fan_VFD Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PK-1201A-M_TX.PLC,340,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_VFD PLC Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PK-1201A-M_PERMIT.PLC,341,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2701-PK-1201A-M_LOC_REM.PLC,342,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2701-PK-1201A-M_STA.PLC,343,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PK-1201A-M_REDAY.PLC,344,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Motor ALLReady 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PK-1201A-M_SWITCH_ON.PLC,345,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2701-PK-1201A-M_DOORSTA.PLC,346,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Cabinet Door Closed 1:Cabinet Door Closed 0:Open,"",Permanent,"",""
2701-PK-1201A-M_FAULT.PLC,347,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PK-1201A-M_EM_STOP.PLC,348,1,BOOL,2,Read,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1115-PM-101B_TX.MCU,349,1,BOOL,2,Read,MCU.1115-PM-101B - R-101 Recycle Pumps_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1115-PM-101B_PERMIT.MCU,350,1,BOOL,2,Read,MCU.1115-PM-101B - R-101 Recycle Pumps_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1115-PM-101B_FAULT.MCU,351,1,BOOL,2,Read,MCU.1115-PM-101B - R-101 Recycle Pumps_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1115-PM-101B_STA.MCU,352,1,BOOL,2,Read,MCU.1115-PM-101B - R-101 Recycle Pumps_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1115-PM-101B_EM_STOP.MCU,353,1,BOOL,2,Read,MCU.1115-PM-101B - R-101 Recycle Pumps_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1115-PM-101B_SWITCH_ON.MCU,354,1,BOOL,2,Read,MCU.1115-PM-101B - R-101 Recycle Pumps_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1115-PM-101B_MCCB POSITION.MCU,355,1,BOOL,2,Read,MCU.1115-PM-101B - R-101 Recycle Pumps_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1115-PM-101B_REDAY.MCU,356,1,BOOL,2,Read,MCU.1115-PM-101B - R-101 Recycle Pumps_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1630-PM-214B_TX.MCU,357,1,BOOL,2,Read,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1630-PM-214B_PERMIT.MCU,358,1,BOOL,2,Read,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1630-PM-214B_FAULT.MCU,359,1,BOOL,2,Read,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1630-PM-214B_STA.MCU,360,1,BOOL,2,Read,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1630-PM-214B_EM_STOP.MCU,361,1,BOOL,2,Read,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1630-PM-214B_SWITCH_ON.MCU,362,1,BOOL,2,Read,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1630-PM-214B_MCCB POSITION.MCU,363,1,BOOL,2,Read,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1630-PM-214B_REDAY.MCU,364,1,BOOL,2,Read,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1630-PM-605B_TX.MCU,365,1,BOOL,2,Read,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1630-PM-605B_PERMIT.MCU,366,1,BOOL,2,Read,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1630-PM-605B_FAULT.MCU,367,1,BOOL,2,Read,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1630-PM-605B_STA.MCU,368,1,BOOL,2,Read,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1630-PM-605B_EM_STOP.MCU,369,1,BOOL,2,Read,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1630-PM-605B_SWITCH_ON.MCU,370,1,BOOL,2,Read,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1630-PM-605B_MCCB POSITION.MCU,371,1,BOOL,2,Read,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1630-PM-605B_REDAY.MCU,372,1,BOOL,2,Read,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-305B_TX.MCU,373,1,BOOL,2,Read,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-305B_PERMIT.MCU,374,1,BOOL,2,Read,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-305B_FAULT.MCU,375,1,BOOL,2,Read,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-305B_STA.MCU,376,1,BOOL,2,Read,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-305B_EM_STOP.MCU,377,1,BOOL,2,Read,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-305B_SWITCH_ON.MCU,378,1,BOOL,2,Read,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-305B_MCCB POSITION.MCU,379,1,BOOL,2,Read,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-305B_REDAY.MCU,380,1,BOOL,2,Read,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-306B_TX.MCU,381,1,BOOL,2,Read,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-306B_PERMIT.MCU,382,1,BOOL,2,Read,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-306B_FAULT.MCU,383,1,BOOL,2,Read,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-306B_STA.MCU,384,1,BOOL,2,Read,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-306B_EM_STOP.MCU,385,1,BOOL,2,Read,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-306B_SWITCH_ON.MCU,386,1,BOOL,2,Read,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-306B_MCCB POSITION.MCU,387,1,BOOL,2,Read,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-306B_REDAY.MCU,388,1,BOOL,2,Read,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-BLM-331B_TX.MCU,389,1,BOOL,2,Read,MCU.1130-BLM-331B - Oil station fans_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-BLM-331B_PERMIT.MCU,390,1,BOOL,2,Read,MCU.1130-BLM-331B - Oil station fans_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-BLM-331B_FAULT.MCU,391,1,BOOL,2,Read,MCU.1130-BLM-331B - Oil station fans_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-BLM-331B_STA.MCU,392,1,BOOL,2,Read,MCU.1130-BLM-331B - Oil station fans_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-BLM-331B_EM_STOP.MCU,393,1,BOOL,2,Read,MCU.1130-BLM-331B - Oil station fans_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-BLM-331B_SWITCH_ON.MCU,394,1,BOOL,2,Read,MCU.1130-BLM-331B - Oil station fans_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-BLM-331B_MCCB POSITION.MCU,395,1,BOOL,2,Read,MCU.1130-BLM-331B - Oil station fans_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-BLM-331B_REDAY.MCU,396,1,BOOL,2,Read,MCU.1130-BLM-331B - Oil station fans_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-302B_TX.MCU,397,1,BOOL,2,Read,MCU.1130-PM-302B - Process Condensate Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-302B_PERMIT.MCU,398,1,BOOL,2,Read,MCU.1130-PM-302B - Process Condensate Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-302B_FAULT.MCU,399,1,BOOL,2,Read,MCU.1130-PM-302B - Process Condensate Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-302B_STA.MCU,400,1,BOOL,2,Read,MCU.1130-PM-302B - Process Condensate Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-302B_EM_STOP.MCU,401,1,BOOL,2,Read,MCU.1130-PM-302B - Process Condensate Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-302B_SWITCH_ON.MCU,402,1,BOOL,2,Read,MCU.1130-PM-302B - Process Condensate Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-302B_MCCB POSITION.MCU,403,1,BOOL,2,Read,MCU.1130-PM-302B - Process Condensate Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-302B_REDAY.MCU,404,1,BOOL,2,Read,MCU.1130-PM-302B - Process Condensate Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1612-PM-611B_TX.MCU,405,1,BOOL,2,Read,MCU.1612-PM-611B - Desuperheater Water Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1612-PM-611B_PERMIT.MCU,406,1,BOOL,2,Read,MCU.1612-PM-611B - Desuperheater Water Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1612-PM-611B_FAULT.MCU,407,1,BOOL,2,Read,MCU.1612-PM-611B - Desuperheater Water Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1612-PM-611B_STA.MCU,408,1,BOOL,2,Read,MCU.1612-PM-611B - Desuperheater Water Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1612-PM-611B_EM_STOP.MCU,409,1,BOOL,2,Read,MCU.1612-PM-611B - Desuperheater Water Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1612-PM-611B_SWITCH_ON.MCU,410,1,BOOL,2,Read,MCU.1612-PM-611B - Desuperheater Water Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1612-PM-611B_MCCB POSITION.MCU,411,1,BOOL,2,Read,MCU.1612-PM-611B - Desuperheater Water Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1612-PM-611B_REDAY.MCU,412,1,BOOL,2,Read,MCU.1612-PM-611B - Desuperheater Water Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1612-PM-001B_TX.MCU,413,1,BOOL,2,Read,MCU.1612-PM-001B - oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1612-PM-001B_PERMIT.MCU,414,1,BOOL,2,Read,MCU.1612-PM-001B - oil pump motor_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1612-PM-001B_FAULT.MCU,415,1,BOOL,2,Read,MCU.1612-PM-001B - oil pump motor_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1612-PM-001B_STA.MCU,416,1,BOOL,2,Read,MCU.1612-PM-001B - oil pump motor_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1612-PM-001B_EM_STOP.MCU,417,1,BOOL,2,Read,MCU.1612-PM-001B - oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1612-PM-001B_SWITCH_ON.MCU,418,1,BOOL,2,Read,MCU.1612-PM-001B - oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1612-PM-001B_MCCB POSITION.MCU,419,1,BOOL,2,Read,MCU.1612-PM-001B - oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1612-PM-001B_REDAY.MCU,420,1,BOOL,2,Read,MCU.1612-PM-001B - oil pump motor_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1612-P-611B.HE-JB_TX.MCU,421,1,BOOL,2,Read,MCU.1612-P-611B.HE-JB - Oil heater junction box_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1612-P-611B.HE-JB_PERMIT.MCU,422,1,BOOL,2,Read,MCU.1612-P-611B.HE-JB - Oil heater junction box_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1612-P-611B.HE-JB_FAULT.MCU,423,1,BOOL,2,Read,MCU.1612-P-611B.HE-JB - Oil heater junction box_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1612-P-611B.HE-JB_STA.MCU,424,1,BOOL,2,Read,MCU.1612-P-611B.HE-JB - Oil heater junction box_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1612-P-611B.HE-JB_EM_STOP.MCU,425,1,BOOL,2,Read,MCU.1612-P-611B.HE-JB - Oil heater junction box_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1612-P-611B.HE-JB_SWITCH_ON.MCU,426,1,BOOL,2,Read,MCU.1612-P-611B.HE-JB - Oil heater junction box_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1612-P-611B.HE-JB_MCCB POSITION.MCU,427,1,BOOL,2,Read,MCU.1612-P-611B.HE-JB - Oil heater junction box_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1612-P-611B.HE-JB_REDAY.MCU,428,1,BOOL,2,Read,MCU.1612-P-611B.HE-JB - Oil heater junction box_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1110-KM-101B-2_TX.MCU,429,1,BOOL,2,Read,MCU.1110-KM-101B-2 - Barring motor_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1110-KM-101B-2_PERMIT.MCU,430,1,BOOL,2,Read,MCU.1110-KM-101B-2 - Barring motor_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1110-KM-101B-2_FAULT.MCU,431,1,BOOL,2,Read,MCU.1110-KM-101B-2 - Barring motor_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1110-KM-101B-2_STA.MCU,432,1,BOOL,2,Read,MCU.1110-KM-101B-2 - Barring motor_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1110-KM-101B-2_EM_STOP.MCU,433,1,BOOL,2,Read,MCU.1110-KM-101B-2 - Barring motor_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1110-KM-101B-2_SWITCH_ON.MCU,434,1,BOOL,2,Read,MCU.1110-KM-101B-2 - Barring motor_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1110-KM-101B-2_MCCB POSITION.MCU,435,1,BOOL,2,Read,MCU.1110-KM-101B-2 - Barring motor_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1110-KM-101B-2_REDAY.MCU,436,1,BOOL,2,Read,MCU.1110-KM-101B-2 - Barring motor_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1110-PM-132A_TX.MCU,437,1,BOOL,2,Read,MCU.1110-PM-132A - Oil pump motor 1_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1110-PM-132A_PERMIT.MCU,438,1,BOOL,2,Read,MCU.1110-PM-132A - Oil pump motor 1_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1110-PM-132A_FAULT.MCU,439,1,BOOL,2,Read,MCU.1110-PM-132A - Oil pump motor 1_General Fault 1:Fault 0:Normal,"",Permanent,"",""
