Address,Bit,PLC_Tag,Description,DataType,FunctionCode,RegisterType
176,,2202-NK-SG-102-A.07OC_8_TX.MCU,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
177,,2202-NK-SG-102-A.07OC_8_PERMIT.MCU,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Permitted State 1:Permit 0:No Permit,BOOL,2,1
178,,2202-NK-SG-102-A.07OC_8_FAULT.MCU,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_General Fault 1:Fault 0:Normal,BOOL,2,1
179,,2202-NK-SG-102-A.07OC_8_STA.MCU,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Motor Operation 1:Running 0:Stopped,BOOL,2,1
180,,2202-NK-SG-102-A.07OC_8_EM_STOP.MCU,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
181,,2202-NK-SG-102-A.07OC_8_SWITCH_ON.MCU,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
182,,2202-NK-SG-102-A.07OC_8_MCCB POSITION.MCU,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
183,,2202-NK-SG-102-A.07OC_8_REDAY.MCU,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
184,,1130-BLM-331A_TX.MCU,MCU.1130-BLM-331A - Oil station fans_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
185,,1130-BLM-331A_PERMIT.MCU,MCU.1130-BLM-331A - Oil station fans_Permitted State 1:Permit 0:No Permit,BOOL,2,1
186,,1130-BLM-331A_FAULT.MCU,MCU.1130-BLM-331A - Oil station fans_General Fault 1:Fault 0:Normal,BOOL,2,1
187,,1130-BLM-331A_STA.MCU,MCU.1130-BLM-331A - Oil station fans_Motor Operation 1:Running 0:Stopped,BOOL,2,1
188,,1130-BLM-331A_EM_STOP.MCU,MCU.1130-BLM-331A - Oil station fans_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
189,,1130-BLM-331A_SWITCH_ON.MCU,MCU.1130-BLM-331A - Oil station fans_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
190,,1130-BLM-331A_MCCB POSITION.MCU,MCU.1130-BLM-331A - Oil station fans_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
191,,1130-BLM-331A_REDAY.MCU,MCU.1130-BLM-331A - Oil station fans_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
192,,1130-PM-331B_TX.MCU,MCU.1130-PM-331B - Auxiliary oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
193,,1130-PM-331B_PERMIT.MCU,MCU.1130-PM-331B - Auxiliary oil pump motor_Permitted State 1:Permit 0:No Permit,BOOL,2,1
194,,1130-PM-331B_FAULT.MCU,MCU.1130-PM-331B - Auxiliary oil pump motor_General Fault 1:Fault 0:Normal,BOOL,2,1
195,,1130-PM-331B_STA.MCU,MCU.1130-PM-331B - Auxiliary oil pump motor_Motor Operation 1:Running 0:Stopped,BOOL,2,1
196,,1130-PM-331B_EM_STOP.MCU,MCU.1130-PM-331B - Auxiliary oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
197,,1130-PM-331B_SWITCH_ON.MCU,MCU.1130-PM-331B - Auxiliary oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
198,,1130-PM-331B_MCCB POSITION.MCU,MCU.1130-PM-331B - Auxiliary oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
199,,1130-PM-331B_REDAY.MCU,MCU.1130-PM-331B - Auxiliary oil pump motor_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
200,,1130-V-332A.EH_TX.MCU,MCU.1130-V-332A.EH - Lube oil tank heater_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
201,,1130-V-332A.EH_PERMIT.MCU,MCU.1130-V-332A.EH - Lube oil tank heater_Permitted State 1:Permit 0:No Permit,BOOL,2,1
202,,1130-V-332A.EH_FAULT.MCU,MCU.1130-V-332A.EH - Lube oil tank heater_General Fault 1:Fault 0:Normal,BOOL,2,1
203,,1130-V-332A.EH_STA.MCU,MCU.1130-V-332A.EH - Lube oil tank heater_Motor Operation 1:Running 0:Stopped,BOOL,2,1
204,,1130-V-332A.EH_EM_STOP.MCU,MCU.1130-V-332A.EH - Lube oil tank heater_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
205,,1130-V-332A.EH_SWITCH_ON.MCU,MCU.1130-V-332A.EH - Lube oil tank heater_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
206,,1130-V-332A.EH_MCCB POSITION.MCU,MCU.1130-V-332A.EH - Lube oil tank heater_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
207,,1130-V-332A.EH_REDAY.MCU,MCU.1130-V-332A.EH - Lube oil tank heater_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
208,,1130-PM-331A_TX.MCU,MCU.1130-PM-331A - Main oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
209,,1130-PM-331A_PERMIT.MCU,MCU.1130-PM-331A - Main oil pump motor_Permitted State 1:Permit 0:No Permit,BOOL,2,1
210,,1130-PM-331A_FAULT.MCU,MCU.1130-PM-331A - Main oil pump motor_General Fault 1:Fault 0:Normal,BOOL,2,1
211,,1130-PM-331A_STA.MCU,MCU.1130-PM-331A - Main oil pump motor_Motor Operation 1:Running 0:Stopped,BOOL,2,1
212,,1130-PM-331A_EM_STOP.MCU,MCU.1130-PM-331A - Main oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
213,,1130-PM-331A_SWITCH_ON.MCU,MCU.1130-PM-331A - Main oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
214,,1130-PM-331A_MCCB POSITION.MCU,MCU.1130-PM-331A - Main oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
215,,1130-PM-331A_REDAY.MCU,MCU.1130-PM-331A - Main oil pump motor_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
216,,2701-PK-1501A-M_TX.MCU,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
217,,2701-PK-1501A-M_PERMIT.MCU,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Permitted State 1:Permit 0:No Permit,BOOL,2,1
218,,2701-PK-1501A-M_FAULT.MCU,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_General Fault 1:Fault 0:Normal,BOOL,2,1
219,,2701-PK-1501A-M_STA.MCU,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Motor Operation 1:Running 0:Stopped,BOOL,2,1
220,,2701-PK-1501A-M_EM_STOP.MCU,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
221,,2701-PK-1501A-M_SWITCH_ON.MCU,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
222,,2701-PK-1501A-M_MCCB POSITION.MCU,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
223,,2701-PK-1501A-M_REDAY.MCU,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
224,,2701-PM-1215_TX.MCU,MCU.2701-PM-1215 - Slop Drum HC Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
225,,2701-PM-1215_PERMIT.MCU,MCU.2701-PM-1215 - Slop Drum HC Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
226,,2701-PM-1215_FAULT.MCU,MCU.2701-PM-1215 - Slop Drum HC Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
227,,2701-PM-1215_STA.MCU,MCU.2701-PM-1215 - Slop Drum HC Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
228,,2701-PM-1215_EM_STOP.MCU,MCU.2701-PM-1215 - Slop Drum HC Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
229,,2701-PM-1215_SWITCH_ON.MCU,MCU.2701-PM-1215 - Slop Drum HC Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
230,,2701-PM-1215_MCCB POSITION.MCU,MCU.2701-PM-1215 - Slop Drum HC Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
231,,2701-PM-1215_REDAY.MCU,MCU.2701-PM-1215 - Slop Drum HC Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
232,,2701-PM-1701A_TX.MCU,MCU.2701-PM-1701A - TBC Solution Dosing pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
233,,2701-PM-1701A_PERMIT.MCU,MCU.2701-PM-1701A - TBC Solution Dosing pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
234,,2701-PM-1701A_FAULT.MCU,MCU.2701-PM-1701A - TBC Solution Dosing pump_General Fault 1:Fault 0:Normal,BOOL,2,1
235,,2701-PM-1701A_STA.MCU,MCU.2701-PM-1701A - TBC Solution Dosing pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
236,,2701-PM-1701A_EM_STOP.MCU,MCU.2701-PM-1701A - TBC Solution Dosing pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
237,,2701-PM-1701A_SWITCH_ON.MCU,MCU.2701-PM-1701A - TBC Solution Dosing pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
238,,2701-PM-1701A_MCCB POSITION.MCU,MCU.2701-PM-1701A - TBC Solution Dosing pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
239,,2701-PM-1701A_REDAY.MCU,MCU.2701-PM-1701A - TBC Solution Dosing pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
240,,2701-AGM-1701_TX.MCU,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
241,,2701-AGM-1701_PERMIT.MCU,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Permitted State 1:Permit 0:No Permit,BOOL,2,1
242,,2701-AGM-1701_FAULT.MCU,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_General Fault 1:Fault 0:Normal,BOOL,2,1
243,,2701-AGM-1701_STA.MCU,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Motor Operation 1:Running 0:Stopped,BOOL,2,1
244,,2701-AGM-1701_EM_STOP.MCU,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
245,,2701-AGM-1701_SWITCH_ON.MCU,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
246,,2701-AGM-1701_MCCB POSITION.MCU,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
247,,2701-AGM-1701_REDAY.MCU,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
248,,2701-PM-1206A_TX.MCU,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
249,,2701-PM-1206A_PERMIT.MCU,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
250,,2701-PM-1206A_FAULT.MCU,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
251,,2701-PM-1206A_STA.MCU,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
252,,2701-PM-1206A_EM_STOP.MCU,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
253,,2701-PM-1206A_SWITCH_ON.MCU,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
254,,2701-PM-1206A_MCCB POSITION.MCU,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
255,,2701-PM-1206A_REDAY.MCU,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
256,,2202-NK-SG-102-A.11OC_8_TX.MCU,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
257,,2202-NK-SG-102-A.11OC_8_PERMIT.MCU,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Permitted State 1:Permit 0:No Permit,BOOL,2,1
258,,2202-NK-SG-102-A.11OC_8_FAULT.MCU,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_General Fault 1:Fault 0:Normal,BOOL,2,1
259,,2202-NK-SG-102-A.11OC_8_STA.MCU,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Motor Operation 1:Running 0:Stopped,BOOL,2,1
260,,2202-NK-SG-102-A.11OC_8_EM_STOP.MCU,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
261,,2202-NK-SG-102-A.11OC_8_SWITCH_ON.MCU,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
262,,2202-NK-SG-102-A.11OC_8_MCCB POSITION.MCU,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
263,,2202-NK-SG-102-A.11OC_8_REDAY.MCU,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
264,,1130-PM-301A_TX.MCU,MCU.1130-PM-301A - DM Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
265,,1130-PM-301A_EM_STOP.MCU,MCU.1130-PM-301A - DM Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
266,,1130-PM-303A_TX.MCU,MCU.1130-PM-303A - Condensate Stripper Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
267,,1130-PM-303A_EM_STOP.MCU,MCU.1130-PM-303A - Condensate Stripper Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
268,,1612-PM-606A_TX.MCU,MCU.1612-PM-606A - LLP Condensate Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
269,,1612-PM-606A_EM_STOP.MCU,MCU.1612-PM-606A - LLP Condensate Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
270,,2701-PM-1202A_TX.MCU,MCU.2701-PM-1202A - Ethylbenzene transfer pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
271,,2701-PM-1202A_EM_STOP.MCU,MCU.2701-PM-1202A - Ethylbenzene transfer pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
272,,2701-PM-1201A_TX.MCU,MCU.2701-PM-1201A - Benzene transfer pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
273,,2701-PM-1201A_EM_STOP.MCU,MCU.2701-PM-1201A - Benzene transfer pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
274,,2701-PM-1204A_TX.MCU,MCU.2701-PM-1204A - DM Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
275,,2701-PM-1204A_EM_STOP.MCU,MCU.2701-PM-1204A - DM Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
276,,2701-PM-1203_TX.MCU,MCU.2701-PM-1203 - Off-Spec EB Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
277,,2701-PM-1203_EM_STOP.MCU,MCU.2701-PM-1203 - Off-Spec EB Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
278,,2701-PM-1207A_TX.MCU,MCU.2701-PM-1207A - Heavy Tar Loading Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
279,,2701-PM-1207A_EM_STOP.MCU,MCU.2701-PM-1207A - Heavy Tar Loading Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
280,,2701-PM-1205B_TX.MCU,MCU.2701-PM-1205B - SM Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
281,,2701-PM-1205B_EM_STOP.MCU,MCU.2701-PM-1205B - SM Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
282,,2202-NK-SG-102-A.SS01_1_PLC_TX.PLC,PLC.2202-NK-SG-102-A.SS01_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
283,,1130-PM-301A_M1_PERMIT.PLC,PLC.1130-PM-301A - DM Pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
284,,1130-PM-301A_Q1_READY.PLC,PLC.1130-PM-301A - DM Pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,BOOL,2,1
285,,1130-PM-301A_Q1_BYPS.PLC,PLC.1130-PM-301A - DM Pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,BOOL,2,1
286,,1130-PM-301A_Q1_F.PLC,PLC.1130-PM-301A - DM Pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,BOOL,2,1
287,,1130-PM-301A_QF1_ATUO.PLC,PLC.1130-PM-301A - DM Pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,BOOL,2,1
288,,1130-PM-301A_QF1_STA.PLC,PLC.1130-PM-301A - DM Pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,BOOL,2,1
289,,1130-PM-303A_M2_PERMIT.PLC,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
290,,1130-PM-303A_Q2_READY.PLC,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,BOOL,2,1
291,,1130-PM-303A_Q2_BYPS.PLC,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,BOOL,2,1
292,,1130-PM-303A_Q2_F.PLC,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,BOOL,2,1
293,,1130-PM-303A_QF2_ATUO.PLC,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,BOOL,2,1
294,,1130-PM-303A_QF2_STA.PLC,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,BOOL,2,1
295,,1612-PM-606A_M3_PERMIT.PLC,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
296,,1612-PM-606A_Q3_READY.PLC,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,BOOL,2,1
297,,1612-PM-606A_Q3_BYPS.PLC,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,BOOL,2,1
298,,1612-PM-606A_Q3_F.PLC,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,BOOL,2,1
299,,1612-PM-606A_QF3_ATUO.PLC,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,BOOL,2,1
300,,1612-PM-606A_QF3_STA.PLC,PLC.1612-PM-606A - LLP Condensate Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,BOOL,2,1
301,,2202-NK-SG-102-A.SS03_1_PLC_TX.PLC,PLC.2202-NK-SG-102-A.SS03_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
302,,2701-PM-1202A_M1_PERMIT.PLC,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
303,,2701-PM-1202A_Q1_READY.PLC,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,BOOL,2,1
304,,2701-PM-1202A_Q1_BYPS.PLC,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,BOOL,2,1
305,,2701-PM-1202A_Q1_F.PLC,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,BOOL,2,1
306,,2701-PM-1202A_QF1_ATUO.PLC,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,BOOL,2,1
307,,2701-PM-1202A_QF1_STA.PLC,PLC.2701-PM-1202A - Ethylbenzene transfer pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,BOOL,2,1
308,,2701-PM-1201A_M2_PERMIT.PLC,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
309,,2701-PM-1201A_Q2_READY.PLC,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,BOOL,2,1
310,,2701-PM-1201A_Q2_BYPS.PLC,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,BOOL,2,1
311,,2701-PM-1201A_Q2_F.PLC,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,BOOL,2,1
312,,2701-PM-1201A_QF2_ATUO.PLC,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,BOOL,2,1
313,,2701-PM-1201A_QF2_STA.PLC,PLC.2701-PM-1201A - Benzene transfer pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,BOOL,2,1
314,,2701-PM-1204A_M3_PERMIT.PLC,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
315,,2701-PM-1204A_Q3_READY.PLC,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,BOOL,2,1
316,,2701-PM-1204A_Q3_BYPS.PLC,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,BOOL,2,1
317,,2701-PM-1204A_Q3_F.PLC,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,BOOL,2,1
318,,2701-PM-1204A_QF3_ATUO.PLC,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,BOOL,2,1
319,,2701-PM-1204A_QF3_STA.PLC,PLC.2701-PM-1204A - DM Transfer Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,BOOL,2,1
320,,2202-NK-SG-102-A.SS05_1_PLC_TX.PLC,PLC.2202-NK-SG-102-A.SS05_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
321,,2701-PM-1203_M1_PERMIT.PLC,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
322,,2701-PM-1203_Q1_READY.PLC,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,BOOL,2,1
323,,2701-PM-1203_Q1_BYPS.PLC,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,BOOL,2,1
324,,2701-PM-1203_Q1_F.PLC,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,BOOL,2,1
325,,2701-PM-1203_QF1_ATUO.PLC,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,BOOL,2,1
326,,2701-PM-1203_QF1_STA.PLC,PLC.2701-PM-1203 - Off-Spec EB Transfer Pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,BOOL,2,1
327,,2701-PM-1207A_M2_PERMIT.PLC,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
328,,2701-PM-1207A_Q2_READY.PLC,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,BOOL,2,1
329,,2701-PM-1207A_Q2_BYPS.PLC,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,BOOL,2,1
330,,2701-PM-1207A_Q2_F.PLC,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,BOOL,2,1
331,,2701-PM-1207A_QF2_ATUO.PLC,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,BOOL,2,1
332,,2701-PM-1207A_QF2_STA.PLC,PLC.2701-PM-1207A - Heavy Tar Loading Pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,BOOL,2,1
333,,2701-PM-1205B_M3_PERMIT.PLC,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
334,,2701-PM-1205B_Q3_READY.PLC,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,BOOL,2,1
335,,2701-PM-1205B_Q3_BYPS.PLC,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,BOOL,2,1
336,,2701-PM-1205B_Q3_F.PLC,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,BOOL,2,1
337,,2701-PM-1205B_QF3_ATUO.PLC,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,BOOL,2,1
