Address,Bit,PLC_Tag,Description,DataType,FunctionCode,RegisterType
513,,2701-PK-1501B-M_EM_STOP.MCU,"MCU.2701-PK-1501B-M - ""ITF Waste Gas FanAcoustic Enclosure Fan""_Emergency shutdown 1:Emergency shutdown 0:Normal",BOOL,2,1
514,,2701-PK-1501B-M_SWITCH_ON.MCU,"MCU.2701-PK-1501B-M - ""ITF Waste Gas FanAcoustic Enclosure Fan""_MCCB Closed 1:Closed Position 0:Open Position",BOOL,2,1
515,,2701-PK-1501B-M_MCCB POSITION.MCU,"MCU.2701-PK-1501B-M - ""ITF Waste Gas FanAcoustic Enclosure Fan""_MCCB Working Position 1:Working Position 0:Test Position",BOOL,2,1
516,,2701-PK-1501B-M_REDAY.MCU,"MCU.2701-PK-1501B-M - ""ITF Waste Gas FanAcoustic Enclosure Fan""_Motor Ready 1:Ready 0:Not Ready",BOOL,2,1
517,,2701-PM-1216_TX.MCU,MCU.2701-PM-1216 - Slop Drum Water Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
518,,2701-PM-1216_PERMIT.MCU,MCU.2701-PM-1216 - Slop Drum Water Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
519,,2701-PM-1216_FAULT.MCU,MCU.2701-PM-1216 - Slop Drum Water Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
520,,2701-PM-1216_STA.MCU,MCU.2701-PM-1216 - Slop Drum Water Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
521,,2701-PM-1216_EM_STOP.MCU,MCU.2701-PM-1216 - Slop Drum Water Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
522,,2701-PM-1216_SWITCH_ON.MCU,MCU.2701-PM-1216 - Slop Drum Water Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
523,,2701-PM-1216_MCCB POSITION.MCU,MCU.2701-PM-1216 - Slop Drum Water Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
524,,2701-PM-1216_REDAY.MCU,MCU.2701-PM-1216 - Slop Drum Water Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
525,,2202-NK-SG-102-B.12OC_3_TX.MCU,MCU.2202-NK-SG-102-B.12OC_3 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
526,,2202-NK-SG-102-B.12OC_3_PERMIT.MCU,MCU.2202-NK-SG-102-B.12OC_3 - SPARE_Permitted State 1:Permit 0:No Permit,BOOL,2,1
527,,2202-NK-SG-102-B.12OC_3_FAULT.MCU,MCU.2202-NK-SG-102-B.12OC_3 - SPARE_General Fault 1:Fault 0:Normal,BOOL,2,1
528,,2202-NK-SG-102-B.12OC_3_STA.MCU,MCU.2202-NK-SG-102-B.12OC_3 - SPARE_Motor Operation 1:Running 0:Stopped,BOOL,2,1
529,,2202-NK-SG-102-B.12OC_3_EM_STOP.MCU,MCU.2202-NK-SG-102-B.12OC_3 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
530,,2202-NK-SG-102-B.12OC_3_SWITCH_ON.MCU,MCU.2202-NK-SG-102-B.12OC_3 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
531,,2202-NK-SG-102-B.12OC_3_MCCB POSITION.MCU,MCU.2202-NK-SG-102-B.12OC_3 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
532,,2202-NK-SG-102-B.12OC_3_REDAY.MCU,MCU.2202-NK-SG-102-B.12OC_3 - SPARE_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
533,,2701-PM-1701B_TX.MCU,MCU.2701-PM-1701B - TBC Solution Dosing pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
534,,2701-PM-1701B_PERMIT.MCU,MCU.2701-PM-1701B - TBC Solution Dosing pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
535,,2701-PM-1701B_FAULT.MCU,MCU.2701-PM-1701B - TBC Solution Dosing pump_General Fault 1:Fault 0:Normal,BOOL,2,1
536,,2701-PM-1701B_STA.MCU,MCU.2701-PM-1701B - TBC Solution Dosing pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
537,,2701-PM-1701B_EM_STOP.MCU,MCU.2701-PM-1701B - TBC Solution Dosing pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
538,,2701-PM-1701B_SWITCH_ON.MCU,MCU.2701-PM-1701B - TBC Solution Dosing pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
539,,2701-PM-1701B_MCCB POSITION.MCU,MCU.2701-PM-1701B - TBC Solution Dosing pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
540,,2701-PM-1701B_REDAY.MCU,MCU.2701-PM-1701B - TBC Solution Dosing pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
541,,2701-PM-1206B_TX.MCU,MCU.2701-PM-1206B - Benzene-Toluene FractionTransfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
542,,2701-PM-1206B_PERMIT.MCU,MCU.2701-PM-1206B - Benzene-Toluene FractionTransfer Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
543,,2701-PM-1206B_FAULT.MCU,MCU.2701-PM-1206B - Benzene-Toluene FractionTransfer Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
544,,2701-PM-1206B_STA.MCU,MCU.2701-PM-1206B - Benzene-Toluene FractionTransfer Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
545,,2701-PM-1206B_EM_STOP.MCU,MCU.2701-PM-1206B - Benzene-Toluene FractionTransfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
546,,2701-PM-1206B_SWITCH_ON.MCU,MCU.2701-PM-1206B - Benzene-Toluene FractionTransfer Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
547,,2701-PM-1206B_MCCB POSITION.MCU,MCU.2701-PM-1206B - Benzene-Toluene FractionTransfer Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
548,,2701-PM-1206B_REDAY.MCU,MCU.2701-PM-1206B - Benzene-Toluene FractionTransfer Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
549,,2202-NK-SG-102-B.12OC_6_TX.MCU,MCU.2202-NK-SG-102-B.12OC_6 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
550,,2202-NK-SG-102-B.12OC_6_PERMIT.MCU,MCU.2202-NK-SG-102-B.12OC_6 - SPARE_Permitted State 1:Permit 0:No Permit,BOOL,2,1
551,,2202-NK-SG-102-B.12OC_6_FAULT.MCU,MCU.2202-NK-SG-102-B.12OC_6 - SPARE_General Fault 1:Fault 0:Normal,BOOL,2,1
552,,2202-NK-SG-102-B.12OC_6_STA.MCU,MCU.2202-NK-SG-102-B.12OC_6 - SPARE_Motor Operation 1:Running 0:Stopped,BOOL,2,1
553,,2202-NK-SG-102-B.12OC_6_EM_STOP.MCU,MCU.2202-NK-SG-102-B.12OC_6 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
554,,2202-NK-SG-102-B.12OC_6_SWITCH_ON.MCU,MCU.2202-NK-SG-102-B.12OC_6 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
555,,2202-NK-SG-102-B.12OC_6_MCCB POSITION.MCU,MCU.2202-NK-SG-102-B.12OC_6 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
556,,2202-NK-SG-102-B.12OC_6_REDAY.MCU,MCU.2202-NK-SG-102-B.12OC_6 - SPARE_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
557,,1130-PM-301B_TX.MCU,MCU.1130-PM-301B - DM Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
558,,1130-PM-301B_EM_STOP.MCU,MCU.1130-PM-301B - DM Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
559,,1130-PM-303B_TX.MCU,MCU.1130-PM-303B - Condensate Stripper Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
560,,1130-PM-303B_EM_STOP.MCU,MCU.1130-PM-303B - Condensate Stripper Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
561,,1612-PM-606B_TX.MCU,MCU.1612-PM-606B - LLP Condensate Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
562,,1612-PM-606B_EM_STOP.MCU,MCU.1612-PM-606B - LLP Condensate Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
563,,2701-PM-1202B_TX.MCU,MCU.2701-PM-1202B - Ethylbenzene transfer pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
564,,2701-PM-1202B_EM_STOP.MCU,MCU.2701-PM-1202B - Ethylbenzene transfer pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
565,,2701-PM-1201B_TX.MCU,MCU.2701-PM-1201B - Benzene transfer pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
566,,2701-PM-1201B_EM_STOP.MCU,MCU.2701-PM-1201B - Benzene transfer pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
567,,2701-PM-1205S_TX.MCU,MCU.2701-PM-1205S - SM Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
568,,2701-PM-1205S_EM_STOP.MCU,MCU.2701-PM-1205S - SM Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
569,,2701-PM-1204B_TX.MCU,MCU.2701-PM-1204B - DM Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
570,,2701-PM-1204B_EM_STOP.MCU,MCU.2701-PM-1204B - DM Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
571,,2701-PM-1207B_TX.MCU,MCU.2701-PM-1207B - Heavy Tar Loading Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
572,,2701-PM-1207B_EM_STOP.MCU,MCU.2701-PM-1207B - Heavy Tar Loading Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
573,,2701-PM-1205A_TX.MCU,MCU.2701-PM-1205A - SM Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
574,,2701-PM-1205A_EM_STOP.MCU,MCU.2701-PM-1205A - SM Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
575,,2202-NK-SG-102-B.SS01_1_PLC_TX.PLC,PLC.2202-NK-SG-102-B.SS01_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
576,,1130-PM-301B_M1_PERMIT.PLC,PLC.1130-PM-301B - DM Pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
577,,1130-PM-301B_Q1_READY.PLC,PLC.1130-PM-301B - DM Pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,BOOL,2,1
578,,1130-PM-301B_Q1_BYPS.PLC,PLC.1130-PM-301B - DM Pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,BOOL,2,1
579,,1130-PM-301B_Q1_F.PLC,PLC.1130-PM-301B - DM Pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,BOOL,2,1
580,,1130-PM-301B_QF1_ATUO.PLC,PLC.1130-PM-301B - DM Pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,BOOL,2,1
581,,1130-PM-301B_QF1_STA.PLC,PLC.1130-PM-301B - DM Pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,BOOL,2,1
582,,1130-PM-303B_M2_PERMIT.PLC,PLC.1130-PM-303B - Condensate Stripper Bottom Pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
583,,1130-PM-303B_Q2_READY.PLC,PLC.1130-PM-303B - Condensate Stripper Bottom Pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,BOOL,2,1
584,,1130-PM-303B_Q2_BYPS.PLC,PLC.1130-PM-303B - Condensate Stripper Bottom Pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,BOOL,2,1
585,,1130-PM-303B_Q2_F.PLC,PLC.1130-PM-303B - Condensate Stripper Bottom Pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,BOOL,2,1
586,,1130-PM-303B_QF2_ATUO.PLC,PLC.1130-PM-303B - Condensate Stripper Bottom Pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,BOOL,2,1
587,,1130-PM-303B_QF2_STA.PLC,PLC.1130-PM-303B - Condensate Stripper Bottom Pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,BOOL,2,1
588,,1612-PM-606B_M3_PERMIT.PLC,PLC.1612-PM-606B - LLP Condensate Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
589,,1612-PM-606B_Q3_READY.PLC,PLC.1612-PM-606B - LLP Condensate Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,BOOL,2,1
590,,1612-PM-606B_Q3_BYPS.PLC,PLC.1612-PM-606B - LLP Condensate Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,BOOL,2,1
591,,1612-PM-606B_Q3_F.PLC,PLC.1612-PM-606B - LLP Condensate Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,BOOL,2,1
592,,1612-PM-606B_QF3_ATUO.PLC,PLC.1612-PM-606B - LLP Condensate Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,BOOL,2,1
593,,1612-PM-606B_QF3_STA.PLC,PLC.1612-PM-606B - LLP Condensate Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,BOOL,2,1
594,,2202-NK-SG-102-B.SS03_1_PLC_TX.PLC,PLC.2202-NK-SG-102-B.SS03_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
595,,2701-PM-1202B_M1_PERMIT.PLC,PLC.2701-PM-1202B - Ethylbenzene transfer pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
596,,2701-PM-1202B_Q1_READY.PLC,PLC.2701-PM-1202B - Ethylbenzene transfer pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,BOOL,2,1
597,,2701-PM-1202B_Q1_BYPS.PLC,PLC.2701-PM-1202B - Ethylbenzene transfer pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,BOOL,2,1
598,,2701-PM-1202B_Q1_F.PLC,PLC.2701-PM-1202B - Ethylbenzene transfer pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,BOOL,2,1
599,,2701-PM-1202B_QF1_ATUO.PLC,PLC.2701-PM-1202B - Ethylbenzene transfer pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,BOOL,2,1
600,,2701-PM-1202B_QF1_STA.PLC,PLC.2701-PM-1202B - Ethylbenzene transfer pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,BOOL,2,1
601,,2701-PM-1201B_M2_PERMIT.PLC,PLC.2701-PM-1201B - Benzene transfer pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
602,,2701-PM-1201B_Q2_READY.PLC,PLC.2701-PM-1201B - Benzene transfer pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,BOOL,2,1
603,,2701-PM-1201B_Q2_BYPS.PLC,PLC.2701-PM-1201B - Benzene transfer pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,BOOL,2,1
604,,2701-PM-1201B_Q2_F.PLC,PLC.2701-PM-1201B - Benzene transfer pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,BOOL,2,1
605,,2701-PM-1201B_QF2_ATUO.PLC,PLC.2701-PM-1201B - Benzene transfer pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,BOOL,2,1
606,,2701-PM-1201B_QF2_STA.PLC,PLC.2701-PM-1201B - Benzene transfer pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,BOOL,2,1
607,,2701-PM-1204B_M3_PERMIT.PLC,PLC.2701-PM-1204B - DM Transfer Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
608,,2701-PM-1204B_Q3_READY.PLC,PLC.2701-PM-1204B - DM Transfer Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,BOOL,2,1
609,,2701-PM-1204B_Q3_BYPS.PLC,PLC.2701-PM-1204B - DM Transfer Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,BOOL,2,1
610,,2701-PM-1204B_Q3_F.PLC,PLC.2701-PM-1204B - DM Transfer Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,BOOL,2,1
611,,2701-PM-1204B_QF3_ATUO.PLC,PLC.2701-PM-1204B - DM Transfer Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,BOOL,2,1
612,,2701-PM-1204B_QF3_STA.PLC,PLC.2701-PM-1204B - DM Transfer Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,BOOL,2,1
613,,2202-NK-SG-102-B.SS05_1_PLC_TX.PLC,PLC.2202-NK-SG-102-B.SS05_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
614,,2701-PM-1207B_M1_PERMIT.PLC,PLC.2701-PM-1207B - Heavy Tar Loading Pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
615,,2701-PM-1207B_Q1_READY.PLC,PLC.2701-PM-1207B - Heavy Tar Loading Pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,BOOL,2,1
616,,2701-PM-1207B_Q1_BYPS.PLC,PLC.2701-PM-1207B - Heavy Tar Loading Pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,BOOL,2,1
617,,2701-PM-1207B_Q1_F.PLC,PLC.2701-PM-1207B - Heavy Tar Loading Pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,BOOL,2,1
618,,2701-PM-1207B_QF1_ATUO.PLC,PLC.2701-PM-1207B - Heavy Tar Loading Pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,BOOL,2,1
619,,2701-PM-1207B_QF1_STA.PLC,PLC.2701-PM-1207B - Heavy Tar Loading Pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,BOOL,2,1
620,,2701-PM-1205A_M2_PERMIT.PLC,PLC.2701-PM-1205A - SM Transfer Pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
621,,2701-PM-1205A_Q2_READY.PLC,PLC.2701-PM-1205A - SM Transfer Pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,BOOL,2,1
622,,2701-PM-1205A_Q2_BYPS.PLC,PLC.2701-PM-1205A - SM Transfer Pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,BOOL,2,1
623,,2701-PM-1205A_Q2_F.PLC,PLC.2701-PM-1205A - SM Transfer Pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,BOOL,2,1
624,,2701-PM-1205A_QF2_ATUO.PLC,PLC.2701-PM-1205A - SM Transfer Pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,BOOL,2,1
625,,2701-PM-1205A_QF2_STA.PLC,PLC.2701-PM-1205A - SM Transfer Pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,BOOL,2,1
626,,2701-PM-1205S_M3_PERMIT.PLC,PLC.2701-PM-1205S - SM Transfer Pump_Circuit 3_Permitted State 1:Permit 0:Not Permit,BOOL,2,1
627,,2701-PM-1205S_Q3_READY.PLC,PLC.2701-PM-1205S - SM Transfer Pump_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,BOOL,2,1
628,,2701-PM-1205S_Q3_BYPS.PLC,PLC.2701-PM-1205S - SM Transfer Pump_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,BOOL,2,1
629,,2701-PM-1205S_Q3_F.PLC,PLC.2701-PM-1205S - SM Transfer Pump_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,BOOL,2,1
630,,2701-PM-1205S_QF3_ATUO.PLC,PLC.2701-PM-1205S - SM Transfer Pump_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,BOOL,2,1
631,,2701-PM-1205S_QF3_STA.PLC,PLC.2701-PM-1205S - SM Transfer Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,BOOL,2,1
632,,2701-PK-1201B-M_TX.VFD,VFD.2701-PK-1201B-M - ITF Waste Gas Fan_VFD Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
633,,2701-PK-1201B-M_TX.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_VFD PLC Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
634,,2701-PK-1201B-M_PERMIT.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_Permitted State 1:Permit 0:No Permit,BOOL,2,1
635,,2701-PK-1201B-M_LOC_REM.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_Remote_Local 1:Remote 0:Local,BOOL,2,1
636,,2701-PK-1201B-M_STA.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_Motor Operation 1:Running 0:Stopped,BOOL,2,1
637,,2701-PK-1201B-M_REDAY.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_Motor ALLReady 1:Ready 0:Not Ready,BOOL,2,1
638,,2701-PK-1201B-M_SWITCH_ON.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
639,,2701-PK-1201B-M_DOORSTA.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_Cabinet Door Closed 1:Cabinet Door Closed 0:Open,BOOL,2,1
640,,2701-PK-1201B-M_FAULT.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_General Fault 1:Fault 0:Normal,BOOL,2,1
641,,2701-PK-1201B-M_EM_STOP.PLC,PLC.2701-PK-1201B-M - ITF Waste Gas Fan_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
2,,1630-PM-214A_I_A,1630-PM-214A - R-101 Recycle Pumps_Phase A current,32-Bit Floating,3,4
4,,1630-PM-605A_I_A,1630-PM-605A - R-101 Recycle Pumps_Phase A current,32-Bit Floating,3,4
6,,1130-PM-305A_I_A,1130-PM-305A - HP Flare K.O.Drum Pump_Phase A current,32-Bit Floating,3,4
8,,1130-PM-306A_I_A,1130-PM-306A - HP Flare K.O.Drum Pump_Phase A current,32-Bit Floating,3,4
10,,1162-PM-602_I_A,1162-PM-602 - HP Flare K.O.Drum Pump_Phase A current,32-Bit Floating,3,4
12,,1162-PM-603_I_A,1162-PM-603 - LP Flare K.O.Drum Pump_Phase A current,32-Bit Floating,3,4
14,,2202-NK-SG-102-A.03OC_8_I_A,2202-NK-SG-102-A.03OC_8 - LP Flare K.O.Drum Pump_Phase A current,32-Bit Floating,3,4
16,,1130-PM-311_I_A,1130-PM-311 - LP Flare K.O.Drum Pump_Phase A current,32-Bit Floating,3,4
18,,1612-PM-611A_I_A,1612-PM-611A - Offgas Absorber Bottom Pump_Phase A current,32-Bit Floating,3,4
20,,1612-PM-001A_I_A,1612-PM-001A - Offgas Absorber Bottom Pump_Phase A current,32-Bit Floating,3,4
22,,1612-P-611A.HE-JB_I_A,1612-P-611A.HE-JB - Offgas Absorber Bottom Pump_Phase A current,32-Bit Floating,3,4
24,,1624-PM-614_I_A,1624-PM-614 - Rich Oil Stripper Bottom Pump_Phase A current,32-Bit Floating,3,4
26,,2202-NK-SG-102-A.05OC_6_I_A,2202-NK-SG-102-A.05OC_6 - Rich Oil Stripper Bottom Pump_Phase A current,32-Bit Floating,3,4
28,,1130-PM-302A_I_A,1130-PM-302A - SM Slop Drum water Pump_Phase A current,32-Bit Floating,3,4
30,,1110-KM-101A-2_I_A,1110-KM-101A-2 - SM Slop Drum water Pump_Phase A current,32-Bit Floating,3,4
32,,1110-PM-131A_I_A,1110-PM-131A - SM Slop Drum water Pump_Phase A current,32-Bit Floating,3,4
34,,1110-PM-131B_I_A,1110-PM-131B - SM Slop Drum HC Pump_Phase A current,32-Bit Floating,3,4
36,,1110-KM-101A.EH02_I_A,1110-KM-101A.EH02 - SM Slop Drum HC Pump_Phase A current,32-Bit Floating,3,4
38,,1110-PM-133A_I_A,1110-PM-133A - SM Slop Drum HC Pump_Phase A current,32-Bit Floating,3,4
40,,1110-V-136.EH_I_A,1110-V-136.EH - SPARE_Phase A current,32-Bit Floating,3,4
42,,1130-KM-301A_I_A,1130-KM-301A - SPARE_Phase A current,32-Bit Floating,3,4
44,,2202-NK-SG-102-A.07OC_8_I_A,2202-NK-SG-102-A.07OC_8 - SPARE_Phase A current,32-Bit Floating,3,4
46,,1130-BLM-331A_I_A,1130-BLM-331A - Back-washed pump_Phase A current,32-Bit Floating,3,4
48,,1130-PM-331B_I_A,1130-PM-331B - Back-washed pump_Phase A current,32-Bit Floating,3,4
50,,1130-V-332A.EH_I_A,1130-V-332A.EH - Back-washed pump_Phase A current,32-Bit Floating,3,4
52,,1130-PM-331A_I_A,1130-PM-331A - Desuperheater Water Pump_Phase A current,32-Bit Floating,3,4
54,,2701-PK-1501A-M_I_A,2701-PK-1501A-M - Desuperheater Water Pump_Phase A current,32-Bit Floating,3,4
56,,2701-PM-1215_I_A,2701-PM-1215 - oil pump motor_Phase A current,32-Bit Floating,3,4
58,,2701-PM-1701A_I_A,2701-PM-1701A - oil pump motor_Phase A current,32-Bit Floating,3,4
60,,2701-AGM-1701_I_A,2701-AGM-1701 - oil pump motor_Phase A current,32-Bit Floating,3,4
62,,2701-PM-1206A_I_A,2701-PM-1206A - Oil heater junction box_Phase A current,32-Bit Floating,3,4
64,,2202-NK-SG-102-A.11OC_8_I_A,2202-NK-SG-102-A.11OC_8 - Oil heater junction box_Phase A current,32-Bit Floating,3,4
66,,1130-PM-301A_I_A,1130-PM-301A - Oil heater junction box_Phase A current,32-Bit Floating,3,4
68,,1130-PM-303A_I_A,1130-PM-303A - Wasteoil Sump Pump_Phase A current,32-Bit Floating,3,4
70,,1612-PM-606A_I_A,1612-PM-606A - Wasteoil Sump Pump_Phase A current,32-Bit Floating,3,4
72,,2701-PM-1202A_I_A,2701-PM-1202A - Wasteoil Sump Pump_Phase A current,32-Bit Floating,3,4
74,,2701-PM-1201A_I_A,2701-PM-1201A - SPARE_Phase A current,32-Bit Floating,3,4
76,,2701-PM-1204A_I_A,2701-PM-1204A - SPARE_Phase A current,32-Bit Floating,3,4
78,,2701-PM-1203_I_A,2701-PM-1203 - Process Condensate Pump_Phase A current,32-Bit Floating,3,4
80,,2701-PM-1207A_I_A,2701-PM-1207A - Process Condensate Pump_Phase A current,32-Bit Floating,3,4
82,,2701-PM-1205B_I_A,2701-PM-1205B - Process Condensate Pump_Phase A current,32-Bit Floating,3,4
84,,2701-PK-1201A-M_OP_F,2701-PK-1201A-M - Oil pump motor 1_Operating Frequency,32-Bit Floating,3,4
86,,2701-PK-1201A-M_OUT_CUR,2701-PK-1201A-M - Oil pump motor 1_Output Current,32-Bit Floating,3,4
88,,1115-PM-101B_I_A,1115-PM-101B - Oil pump motor 1_Phase A current,32-Bit Floating,3,4
90,,1630-PM-214B_I_A,1630-PM-214B - Oil pump motor 1_Phase A current,32-Bit Floating,3,4
