PLC_Tag,Address,RegisterType,DataType,FunctionCode,AccessType,Description,Unit,SignalType,DCS_Tag,DCS_Functions
"",3,6,16-Bit Unsigned,6,Write,"Spare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
"",4,6,16-Bit Unsigned,6,Write,"Spare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1304A,5,6,16-Bit Unsigned,6,Write,"2711-PM-1304A EB Transfer Pump : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
"",6,6,16-Bit Unsigned,6,Write,"Spare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2712-PM-0001,7,6,16-Bit Unsigned,6,Write,"2712-PM-0001 Drain Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2630-PM-001A,8,6,16-Bit Unsigned,6,Write,"2630-PM-001A Pump of HP Flare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
"",9,6,16-Bit Unsigned,6,Write,"SPARE : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1303A,10,6,16-Bit Unsigned,6,Write,"2711-PM-1303A SM Circulating Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2713-PM-0002,11,6,16-Bit Unsigned,6,Write,"2713-PM-0002 Drain Pump : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2630-PM-002A,12,6,16-Bit Unsigned,6,Write,"2630-PM-002A Pump of Standby HP Flare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2630-PM-003A,13,6,16-Bit Unsigned,6,Write,"2630-PM-003A Pump of LP Flare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1302A,14,6,16-Bit Unsigned,6,Write,"2711-PM-1302A SM Transfer Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1301A,15,6,16-Bit Unsigned,6,Write,"2711-PM-1301A SM Loading Pump (Railway) : PLC SSR1:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit","",Impulse,"",""
2713-PM-0001A,16,6,16-Bit Unsigned,6,Write,"2713-PM-0001A EB Transfer Pump : PLC SSR2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit","",Impulse,"",""
2609-KM-8001A,17,6,16-Bit Unsigned,6,Write,"2609-KM-8001A Instrument air compressor : PLC SSR3:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit","",Impulse,"",""
2630-PM-001B,18,6,16-Bit Unsigned,6,Write,"2630-PM-001B Pump of HP Flare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2630-PM-002B,19,6,16-Bit Unsigned,6,Write,"2630-PM-002B Pump of Standby HP Flare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2630-PM-003B,20,6,16-Bit Unsigned,6,Write,"2630-PM-003B Pump of LP Flare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1302B,21,6,16-Bit Unsigned,6,Write,"2711-PM-1302B SM Transfer Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1303B,22,6,16-Bit Unsigned,6,Write,"2711-PM-1303B SM Circulating Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1311,23,6,16-Bit Unsigned,6,Write,"2711-PM-1311 Drain Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
"",24,6,16-Bit Unsigned,6,Write,"Spare : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2713-PM-0003,25,6,16-Bit Unsigned,6,Write,"2713-PM-0003 Drain Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
"",26,6,16-Bit Unsigned,6,Write,"SPARE : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
"",27,6,16-Bit Unsigned,6,Write,"Spare : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1304B,28,6,16-Bit Unsigned,6,Write,"2711-PM-1304B EB Transfer Pump : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1307,29,6,16-Bit Unsigned,6,Write,"2711-PM-1307 Oligomer Loading Pump : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1301B,30,6,16-Bit Unsigned,6,Write,"2711-PM-1301B SM Loading Pump (Railway) : PLC SSR1:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit","",Impulse,"",""
2713-PM-0001B,31,6,16-Bit Unsigned,6,Write,"2713-PM-0001B EB Transfer Pump : PLC SSR2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit","",Impulse,"",""
